KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
ui.loading_result,Loading result...,Loading result...,加载结果...,परिणाम लोड हो रहा है...,Cargando el resultado...,Chargement du résultat...,نتيجة التحميل ...,ফলাফল লোড হচ্ছে...,Resultado do carregamento...,Результат загрузки...,Memuat hasil...,نتائج لوڈ کر رہے ہیں...,Ergebnis wird geladen...,結果を読み込んでいます...,Matokeo ya kupakia...,लोडिंग रिझल्ट...,లోడింగ్ ఫలితం...,முடிவை ஏற்றுகிறது...,Yükleme sonucu...,Đang tải kết quả...,Risultato del caricamento...,로드 결과...,પરિણામ લાવી રહ્યા છીએ...,نتیجه بارگیری...,Wczytywanie wyniku...,Результат завантаження...,Rezultat încărcare...,Resultaat laden...,Laddar resultat...,Indlæser resultat...,,,,,,,,ჩატვირთვის შედეგი...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ui.rendered,rendered,rendered,呈现,गाया,Prestados,Rendu,المقدمه,রেন্ডার করা হয়েছে,Processado,Предоставляемые,Diberikan,پیش کیا گیا,wiedergegeben,レンダリング,Inayotolewa,सादर केले,అనువదించబడింది,வழங்கப்பட்டது,Işlen -miş,Rendered,Rendering,렌더링,રેન્ડર થયેલ,رندر,Renderowane,Надані,Prestate,Weergegeven,Återges,Gjort,,,,,,,,გაცემულია,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.unknown,Unknown,Unknown,未知,अप्रसिद्घ व्यक्ति,Desconocido,Inconnu,مجهول,অজানা,Desconhecido,Неизвестный,Diketahui,نامعلوم,Unbekannt,不明,Isiyojulikana,अज्ञात,అజ్ఞాత,தெரியாத,Bilinmeyen,Không biết,Sconosciuto,알려지지 않은,અજાણ્યું,ناشناخته,Nieznany,Невідомий,Necunoscut,Onbekend,Okänd,Ukendt,,,,,,,,გაურკვეველი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.seen,Seen,Seen,明显,रूप,Visto,Vu,رايت,দেখা,Óbvio,Видеть,Melihat,دیکھا,Gesehen,見て,Kuonekana,पाहिले,చూసినది,பார்த்தேன்,Açık,Thấy,Ovvio,볼,જોયેલ,دیده,Oczywisty,Бачив,Văzut,Gezien,Sedd,Set,,,,,,,,ნანახი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.learning,Learning,Learning,学习,सीख,Aprendizaje,Apprentissage,التعلم,শেখা,Aprendizagem,Учение,Belajar,دانش,Lernen,学習,Kujifunza,शिकणे,చదువు,புலமை,Öğrenme,Học,Apprendimento,공부,ભણતર,یادگیری,Uczenie się,Навчання,Învățare,Leren,Lärdom,Læring,,,,,,,,სწავლა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.familiar,Familiar,Familiar,熟悉,परिचित,Familiar,Familier,مالوفه,পরিচিত,Familiar,Знакомый,Akrab,مانوس,Vertraut,おなじみの,Ukoo,परिचित,సుపరిచితం,பழக்கமான,Tanıdık,Quen,Familiare,친하다,પરિચિત,آشنا,Poufały,Знайомий,Familiar,Vertrouwd,Bekant,Bekendt,,,,,,,,ნაცნობი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.strong,Strong,Strong,强,बलवान,Fuerte,Fort,قوي,শক্তিশালী,Forte,Сильный,Kuat,مضبوط,Stark,強い,Nguvu,जोरदार,బలమైన,பலமான,Kuvvetli,Mạnh,Forte,강하다,મજબૂત,قوی,Silny,Сильний,Puternic,Sterk,Stark,Stærk,,,,,,,,ძლიერი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.memorized,Memorized,Memorized,记住,कंठस्थ,Memorizado,Mémorisé,حفظت,মুখস্থ করা,Memorizado,Запомнил,Hafal,یاد کیا گیا,Auswendig gelernt,記憶,Kukariri,लक्षात ठेवले,జ్ఞాపకం ఉంచుకున్నారు,மனப்பாடம் செய்யப்பட்டது,Ezberle,Nhớ,Memorizzato,기억,યાદ રાખેલ છે,حفظ شده,Zapamiętane,Запам'ятали,Memorat,Uit het hoofd geleerd,Memorerade,Udenad,,,,,,,,დასამახსოვრებელი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.title,Familiarity of Words,Familiarity of Words,词语熟悉度,शब्दों का परिचय,Familiaridad de palabras,Familiarité des mots,الإلمام بالكلمات,শব্দের পরিচিতি,Familiaridade das palavras,Фамильярность слов,Keakraban Kata-kata,الفاظ سے واقفیت,Vertrautheit der Wörter,言葉の親しみやすさ,Ujuzi wa maneno,शब्दांची ओळख[संपादन],పదాల పరిచయం[మార్చు],சொற்களின் பரிச்சயம்,Kelimelerin Aşinalığı,Sự quen thuộc của các từ,Familiarità delle parole,단어의 친숙함,શબ્દોની પરિચિતતા,آشنایی با کلمات,Poufałość słów,Фамільярність слів,Familiaritatea cuvintelor,Vertrouwdheid van woorden,Ordens förtrogenhet,Kendskab til ord,,,,,,,,სიტყვების ნაცნობობა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labels.example,Example,Example,例子,उदाहरण,Ejemplo,Exemple,مثال,উদাহরণ,Exemplo,Пример,Contoh,مثال,Beispiel,例,Mfano,उदाहरण,ఉదాహరణ,உதாரணம்,Örnek,Ví dụ,Esempio,예시,ઉદાહરણ,مثال,Przykład,Приклад,Exemplu,Voorbeeld,Exempel,Eksempel,,,,,,,,მაგალითი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labels.actions,Actions,Actions,行动,कार्य,Acciones,Actions,الإجراءات,ক্রিয়া,Ações,Действия,Tindakan,اقدامات,Aktionen,アクション,Hatua,क्रिया,చర్య,நடவடிக்கைகள்,Eylemler,Hành động,Azioni,행동,ક્રિયાઓ,اقدامات,Akcje,Дії,Acțiuni,Acties,Åtgärder,Handlinger,,,,,,,,მოქმედებები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.results,Results,Results,结果,परिणाम,Resultados,Résultats,النتائج,ফলাফল,Resultados,Результаты,Hasil,نتائج,Befund,業績,Matokeo,निकाल,ఫలితాలు[మార్చు],முடிவுகள்,Sonuç -ları,Kết quả,Risultati,결과,પરિણામો,نتیجه,Wyniki,Результатів,Rezultatele,Resultaten,Resultat,Resultater,,,,,,,,შედეგები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.congratulations,Congratulations! You have successfully mastered this level.,Congratulations! You have successfully mastered this level.,恭喜！您已成功掌握此关卡。,बधाई हो! आपने इस स्तर को सफलतापूर्वक पूरा कर लिया है।,¡Felicidades! Has dominado exitosamente este nivel.,Félicitations ! Vous avez maîtrisé avec succès ce niveau.,تهانينا! لقد أتقنت هذا المستوى بنجاح.,অভিনন্দন! আপনি সফলভাবে এই স্তরটি আয়ত্ত করেছেন।,Parabéns! Você dominou com sucesso este nível.,Поздравляем! Вы успешно освоили этот уровень.,Selamat! Anda telah berhasil menguasai level ini.,مبارک ہو! آپ نے اس لیول کو کامیابی سے مکمل کر لیا ہے۔,Herzlichen Glückwunsch! Sie haben dieses Level erfolgreich gemeistert.,おめでとうございます！このレベルを成功裏にマスターしました。,Hongera! Umejitahidi kiwango hiki kwa mafanikio.,अभिनंदन! तुमने हे पातळी यशस्वीरित्या पूर्ण केली आहे.,అభినందనలు! మీరు ఈ స్థాయిని విజయవంతంగా నేర్చుకున్నారు.,வாழ்த்துக்கள்! நீங்கள் இந்த நிலையை வெற்றிகரமாக மாஸ்டர் செய்துள்ளீர்கள்.,Tebrikler! Bu seviyeyi başarıyla tamamladınız.,Chúc mừng! Bạn đã thành công làm chủ cấp độ này.,Congratulazioni! Hai padroneggiato con successo questo livello.,축하합니다! 이 레벨을 성공적으로 마스터했습니다.,અભિનંદન! તમે આ સ્તરને સફળતાપૂર્વક માસ્ટર કર્યું છે.,تبریک! شما این سطح را با موفقیت تسلط یافته اید.,Gratulacje! Pomyślnie opanowałeś ten poziom.,Вітаємо! Ви успішно освоїли цей рівень.,Felicitări! Ați stăpânit cu succes acest nivel.,Gefeliciteerd! Je hebt dit niveau succesvol onder de knie gekregen.,Grattis! Du har framgångsrikt bemästrat denna nivå.,Tillykke! Du har med succes mestret dette niveau.,,,,,,,,გილოცავთ! თქვენ წარმატებით დაეუფლეთ ამ დონეს,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.total_words,Total Words,Total Words,总词数,कुल शब्द,Total de palabras,Total de mots,إجمالي الكلمات,মোট শব্দ,Total de palavras,Всего слов,Jumlah kata,کل الفاظ,Gesamte Wörter,総単語数,Jumla ya maneno,एकूण शब्द,మొత్తం పదాలు,மொத்த சொற்கள்,Toplam Kelime,Tổng số từ,Parole totali,총 단어 수,કુલ શબ્દો,کل کلمات,Łącznie słów,Всього слів,Total cuvinte,Totaal woorden,Totalt ord,Samlet ord,,,,,,,,სულ სიტყვები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.learned_words,Learned,Learned,已学,सीखा गया,Aprendido,Appris,متعلم,শিখেছি,Aprendido,Изучено,Dipelajari,سیکھا ہوا,Gelernt,学習済み,Imefunzwa,शिकले,నేర్చుకున్న,கற்றுக்கொண்ட,Öğrenildi,Đã học,Imparato,학습됨,શીખ્યા,یاد گرفته شده,Nauczone,Вивчено,Învățat,Geleerd,Inlärd,Indlært,,,,,,,,ისწავლა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.accuracy,Accuracy,Accuracy,准确率,सटीकता,Precisión,Précision,دقة,নির্ভুলতা,Precisão,Точность,Akurasi,درستی,Genauigkeit,精度,Usahihi,अचूकता,ఖచ్చితత్వం,துல்லியம்,Doğruluk,Độ chính xác,Precisione,정확도,ચોકસાઈ,دقت,Dokładność,Точність,Precizie,Nauwkeurigheid,Noggrannhet,Præcision,,,,,,,,სიზუსტე,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.word_progress,Word Progress,Word Progress,单词进度,शब्द प्रगति,Progreso de palabras,Progrès des mots,تقدم الكلمات,শব্দের অগ্রগতি,Progresso das palavras,Прогресс слов,Kemajuan kata,الفاظ کی ترقی,Wort-Fortschritt,単語の進捗,Maendeleo ya maneno,शब्द प्रगती,పద పురోగతి,சொல் முன்னேற்றம்,Kelime ilerlemesi,Tiến độ từ,Progresso delle parole,단어 진행률,શબ્દ પ્રગતિ,پیشرفت کلمات,Postęp słów,Прогрес слів,Progresul cuvintelor,Woord vooruitgang,Ord framsteg,Ord fremskridt,,,,,,,,სიტყვის პროგრესი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.practice_difficult,Practice Difficult Words,Practice Difficult Words,练习难懂的单词,कठिन शब्दों का अभ्यास करें,Practica palabras difíciles,Pratiquez les mots difficiles,تدرب على الكلمات الصعبة,কঠিন শব্দ অনুশীলন করুন,Pratique palavras difíceis,Практикуйте трудные слова,Latih Kata-kata Sulit,مشکل الفاظ کی مشق کریں,Üben Sie schwierige Wörter,難しい単語を練習する,Jizoeze maneno magumu,अवघड शब्दांचा सराव करा,క్లిష్టమైన పదాలను ప్రాక్టీస్ చేయండి,கடினமான சொற்களைப் பயிற்சி செய்யுங்கள்,Zor Kelimeleri Pratik Yapın,Thực hành những từ khó,Esercitati con le parole difficili,어려운 단어 연습,મુશ્કેલ શબ્દોની પ્રેક્ટિસ કરો,کلمات دشوار را تمرین کنید,Ćwicz trudne słowa,Тренуйтеся в складних словах,Exersează cuvinte dificile,Oefen moeilijke woorden,Öva på svåra ord,Øv dig på svære ord,,,,,,,,ივარჯიშეთ რთული სიტყვებით,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.back_to_overview,Back to Overview,Back to Overview,返回概览,अवलोकन पर वापस जाएं,Volver a la vista general,Retour à l’aperçu,العودة إلى النظرة العامة,সংক্ষিপ্ত বিবরণে ফিরে যান,Voltar à visão geral,Вернуться к обзору,Kembali ke Ikhtisar,جائزہ پر واپس جائیں,Zurück zur Übersicht,概要に戻る,Rudi kwa Muhtasari,विहंगावलोकनाकडे परत जा,అవలోకనానికి తిరిగి,மேலோட்டத்திற்குத் திரும்பு,Genel bakışa geri dön,Quay lại Tổng quan,Torna alla panoramica,개요로 돌아가기,ઝાંખી પર પાછા ફરો,بازگشت به بررسی اجمالی,Powrót do przeglądu,Назад до огляду,Înapoi la prezentare generală,Terug naar overzicht,Tillbaka till översikten,Tilbage til oversigten,,,,,,,,თავში დაბრუნება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buttons.continue,Continue,Continue,继续,जारी रखना,Continuar,Continuer,استمر,অবিরত,Continuar,Продолжать,Terus,جاری رکھنا,Fortsetzen,続ける,Kuendelea,चालू ठेवा,కొనసాగు,தொடர்,Devam etmek,Tiếp tục,Continuare,계속하다,ચાલુ રાખો,ادامه,Kontynuować,Продовжити,Continua,Voortzetten,Fortsätta,Fortsætte,,,,,,,,გაგრძელება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status.practice_completed,Practice completed 🎉,Practice completed 🎉,实践完成 🎉,अभ्यास पूरा हुआ 🎉,Práctica completada 🎉,Pratique terminée 🎉,اكتملت 🎉 الممارسة,অনুশীলন সম্পন্ন 🎉,Prática concluída 🎉,Практика завершена 🎉,Latihan selesai 🎉,پریکٹس مکمل 🎉,Praxis abgeschlossen 🎉,練習終了 🎉,Mazoezi yamekamilika 🎉,सराव पूर्ण झाला 🎉,ప్రాక్టీస్ పూర్తయింది 🎉.,பயிற்சி முடிந்தது 🎉,Uygulama tamamlandı 🎉,Thực hành hoàn thành 🎉,Pratica completata 🎉,연습 완료 🎉,પ્રેક્ટિસ સમાપ્ત થયેલ છે 🎉,تمرین به پایان رسید 🎉,Praktyka zakończona 🎉,Практику пройдено 🎉,Practică finalizată 🎉,Oefening voltooid 🎉,Övningen är slutförd 🎉,Praksis afsluttet 🎉,,,,,,,,პრაქტიკა დასრულდა 🎉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
